"page","diagram_number","players","year","solution_move","solution_move_with_notation","solution_full_move","solution_full_text","solution_turn","fen","api_turn","image_path","image_page","header_page","solution_page"
"278","353","Reti - Lasker","1924","e4","e4!","13. e4!","13.e4! Nowadays a standard tactical idea in the Reti opening. The game continued 13.a4 h6 and Black was fine. 13.Nh4?! is not necessary to force through e2-e4. The knight would be better on f3 after: 13...Be6 14.e4 (14.f4? backfires as the knight on h4 becomes undefended: 14...exf4 15.gxf4 Nh5-+) 14...dxe4 15.dxe4 g6=; 13.Re1?! allows 13...Be6 14.e4 d4, taking space and limiting the scope of the b2-bishop. 13...dxe4 Black needs to exchange. 13...Be6 runs into either 14.d4+/- or 14.exd5+/- followed by Nc4. 13...Bg4 14.exd5 Nxd5 15.Nc4+/- 14.dxe4 Be6 The bishop must retreat, as capturing loses material. 14...Bxe4? 15.Nxe4 Nxe4 16.Nh4+-; 14...Nxe4? 15.Nh4+- 15.Nc4 Bxc4 16.Rxc4²","white","","","data_output/extracted_images/diagram_311_page_279.png","279","278","279"
"280","355","Capablanca - Marshall","1927","cxd5","cxd5!","10. cxd5!","10.cxd5! With ...b7-b6 played, Black does not want to take back with the pawn, since it’s not possible to establish a solid pawn chain from b7-c6-d5. And recapturing with the knight runs into e2-e4, as there’s no knight on c3 to capture. 10...Nxd5 White has (at least) two good options after 10...exd5:","white","","","data_output/extracted_images/diagram_312_page_280.png","280","280","280"
"281","356","Alekhine - Capablanca","1927","f4","f4!","17. f4!","17.f4! Otherwise Black would have pushed the f-pawn. 17...exf4 18.Nxf4! Exchanging the knight that blocks the rook. 18.exf4² 18...Nxf4 19.exf4! White will double up on the e-file, with something near the borderline between a slight and a clear advantage.","white","","","data_output/extracted_images/diagram_313_page_282.png","282","281","282"
"281","357","Capablanca - Michell","1929","f4","f4!","17. f4!","17.f4! Otherwise Black would have pushed the f-pawn. 17...exf4 18.Nxf4! Exchanging the knight that blocks the rook. 18.exf4² 18...Nxf4 19.exf4! White will double up on the e-file, with something near the borderline between a slight and a clear advantage.","white","","","data_output/extracted_images/diagram_314_page_282.png","282","281","282"
"282","358","Capablanca - Marshall","1929","d5","d5!","6. d5!","6.d5! Not allowing Black to get a Hedgehog. Notice the similarity with Exercise 263, where we saw the same idea with the queen on c2. 6...exd5 7.cxd5! A standard sacrifice. If Black doesn’t take, it","white","","","data_output/extracted_images/diagram_315_page_282.png","282","282","282"
"283","359","Capablanca - Yates","1929","f4","f4!","16. f4!","16.f4! Exchanging bishops is generally in White’s favour as it weakens Black’s kingside. 16.Kh2 or any other reasonable move yields a small advantage. 16...Nc6 17.Bxg7 Kxg7 18.Qb2+ Immediately attacking the dark squares, but there’s nothing wrong with 18.e4. 18...f6 19.g4! Nb4 The only way to defend the f6-pawn. 20.g5 Nxd5 21.cxd5+- Another exchange in White’s favour, as c7 is eternally weak.","white","","","data_output/extracted_images/diagram_316_page_283.png","283","283","283"
"283","360","Capablanca - Menchik","1935","g4","g4!","10. g4!","10.g4! The standard method: preparing to capture twice in case of ...f7-f5. 10.h4 is also reasonable, for instance: 10...f5 11.exf5 gxf5 12.Bg5 Bf6 13.g4!?‚; 10.c5?! dxc5 11.Bxc5 Nd6= 10...h6 10...Bf6 is the only potential argument against g2-g4. Black plans to post the bishop on h4, but 11.g5 Be7 12.h4 spoils Black’s plan. 12...f6 can be met in several ways, for instance: 13.f4+/- 11.h4 Kh7+- White has no straightforward way to open the kingside, and will probably keep the king in the centre in order to play on the queenside later. Without ...f7-f5 as a means of counterplay, Black has no compensation for White’s extra space.","white","","","data_output/extracted_images/diagram_317_page_284.png","284","283","284"
"284","361","Alekhine - Eliskases","1936","14","14","4. 14","Black to move would play ...d5-d4. 14.exd5 Or taking with the knight first. 14...Nxd5 15.Nxd5 Qxd5 16.d4! Preparing Be4, which is why it was good to help Black’s queen to develop. 16...exd4 17.Be4 Qd7 18.Ne5! 18.cxd4 was played in the game, when 18...Bb7! would have been okay for Black. 18...Nxe5 19.Bxa8+/-","white","","","data_output/extracted_images/diagram_318_page_284.png","284","284","285"
"285","362","Euwe - Alekhine","1937","Nxd5","Nxd5","11. Nxd5","11.Nxd5 Otherwise Black would take on c3. 11...exd5 12.Bb5+/- Black would like to develop the light-squared bishop to f5 or g4, and keep the knight on c6. That’s not possible. Transforming an IQP position to a symmetrical pawn structure, while keeping the more active pieces, is a standard plan.","white","","","data_output/extracted_images/diagram_319_page_286.png","286","285","286"
"286","363","Botvinnik - Alekhine","1938","Nxd5","Nxd5","11. Nxd5","11.Nxd5 Otherwise Black would take on c3. 11...exd5 12.Bb5+/- Black would like to develop the light-squared bishop to f5 or g4, and keep the knight on c6. That’s not possible. Transforming an IQP position to a symmetrical pawn structure, while keeping the more active pieces, is a standard plan.","white","","","data_output/extracted_images/diagram_320_page_286.png","286","286","286"
"286","364","Botvinnik - Capablanca","1938","f3","f3","18. f3","18.f3 Preparing e3-e4 to use the pawn majority and the rooks. 18.e4? dxe4µ is positionally horrible","white","","","data_output/extracted_images/diagram_321_page_286.png","286","286","286"
"287","365","Pogrebissky - Botvinnik","1939","e4","e4!","10... e4!","10...e4! Simple reasoning: the pawn on e4 is strong. 10...exd4 11.Nxd4 Bxe2 12.Ncxe2 dxc4 may equalize, but Black can play for more. 10...Bxf3?! 11.Bxf3 e4 gains half a tempo compared to the game, but more important is that White keeps control over g4. 11.Nd2 11.Ne5 is more logical, exchanging the knight since White has less space. 11...Be6!³ (11...Bxe2 12.Qxe2 Bd6 13.cxd5 cxd5 14.Nb5!=) 11...Bxe2 11...Bf5³ is also reasonable. 12.Qxe2 Re8³ Black should be ready for f2-f3, while slowly arranging the pieces for an attack with moves like ...Nf8-g6, ...Qd7 and ...Bd8-c7. The game continued 12...Bb4 13.a3 Bxc3 14.Bxc3 Re8, when 15.Bb4! would have prepared to exchange the knight as soon as it goes to f8.","black","","","data_output/extracted_images/diagram_322_page_288.png","288","287","288"
"287","366","Bondarevsky - Botvinnik","1941","e4","e4!","10... e4!","10...e4! Simple reasoning: the pawn on e4 is strong. 10...exd4 11.Nxd4 Bxe2 12.Ncxe2 dxc4 may equalize, but Black can play for more. 10...Bxf3?! 11.Bxf3 e4 gains half a tempo compared to the game, but more important is that White keeps control over g4. 11.Nd2 11.Ne5 is more logical, exchanging the knight since White has less space. 11...Be6!³ (11...Bxe2 12.Qxe2 Bd6 13.cxd5 cxd5 14.Nb5!=) 11...Bxe2 11...Bf5³ is also reasonable. 12.Qxe2 Re8³ Black should be ready for f2-f3, while slowly arranging the pieces for an attack with moves like ...Nf8-g6, ...Qd7 and ...Bd8-c7. The game continued 12...Bb4 13.a3 Bxc3 14.Bxc3 Re8, when 15.Bb4! would have prepared to exchange the knight as soon as it goes to f8.","black","","","data_output/extracted_images/diagram_323_page_288.png","288","287","288"
"288","367","Smyslov - Koenig","1946","Kg2","Kg2!","22. Kg2!","22.Kg2!+/- The rook is transferred to the h-file, with a dangerous attack. 22.g5 was the game continuation, when Black should have played 22...Bxf5! 23.exf5 (in the event of 23.gxf6? Bg6 24.fxg7 Kxg7-+ it is Black who gets to exploit the open files on the kingside) 23...e4! 24.Nxe4 Nxe4 25.Bxe4 Qg3+© with sufficient counterplay.","white","","","data_output/extracted_images/diagram_324_page_289.png","289","288","289"
"289","368","Tipary - Smyslov","1949","e5","e5!","18. e5!","18.e5! Planning to send the knight to e4, via c3 or g3. Something has to be done before the black","white","","","data_output/extracted_images/diagram_325_page_289.png","289","289","289"
"290","369","Dubinin - Petrosian","1950","f6","f6!","16... f6!","16...f6! A tactical trick allows Black to play the favourite move in the French. 16...g5?! was the game. 17.Be3 Nf5 18.Rg1+/-; 16...g6? 17.h6 g5? tries to round up the h-pawn with ...Nf5 next, but 18.h7+- refutes Black’s scheme. 17.h6!÷ 17.exf6? e5 does not win a piece, but White’s kingside is in ruins after: 18.Qg2 exf4 19.fxe7 Rxh5-+","black","","","data_output/extracted_images/diagram_326_page_290.png","290","290","290"
"290","370","Smyslov - Suetin","1950","g4","g4!","17. g4!","17.g4!+- Undermining the e4-pawn. White wants to continue with Bd4 and Ng3 (and maybe gxf5 in between), but should probably prepare with Kh1 first. 17.Rc1 gave Black time to attack the d-pawn with 17...Rd8 (which he didn’t do).","white","","","data_output/extracted_images/diagram_327_page_291.png","291","290","291"
"291","371","Mukhitdinov - Petrosian","1951","Ne8","Ne8","9... Ne8","9...Ne8 Retreating the knight avoids the pinning Bg5, while also preparing to answer f2-f4 with ...f7- f5. In the seventy-plus years that have passed since Petrosian’s game, ...Ne8 has become a standard","black","","","data_output/extracted_images/diagram_328_page_291.png","291","291","291"
"292","372","Bronstein - Botvinnik","1951","dxc4","dxc4!","9... dxc4!","9...dxc4! Before White threatens e4-e5. 10.Bxc4 10.e4 fxe4 11.Nxe4 (11.Bxc4 exf3³) 11...b5µ 10...b5³ Black continues with ...a7-a5, ...Na6 or ...e6-e5. Let’s not go into the details.","black","","","data_output/extracted_images/diagram_329_page_292.png","292","292","292"
"292","373","Tolush - Smyslov","1953","f3","f3!","19... f3!","19...f3! Better now than later, since Black’s next moves depend on White’s reaction. 20.gxf3 20.g3 is met by 20...g4 followed by ...h5-h4 and an invasion on the h-file. White has time to escape with the king, but is clearly on the defensive. 20.Ne4 g4‚ 20...Nh4 21.Nd2 Bh3!‚ Followed by ...Qd7, when the queen joins the attack.","black","","","data_output/extracted_images/diagram_330_page_292.png","292","292","293"
"293","374","Szabo - Smyslov","1953","f5","f5!","8... f5!","8...f5! Black strikes first in the centre - before White has developed the bishop to e3, which would threaten d3-d4. 8...Nd4 9.f5² 9.Be3 The game was a rumble: 9.g4 fxg4 10.f5 Qd7 11.Nf4 gxf5-+ 9...Nf6 10.h3 Preventing ...Ng4. 10...Qd7³ Black should be happy to have gained some space with the pawn on f5.","black","","","data_output/extracted_images/diagram_331_page_294.png","294","293","294"
"293","375","Smyslov - Botvinnik","1954","f5","f5!","8... f5!","8...f5! Black strikes first in the centre - before White has developed the bishop to e3, which would threaten d3-d4. 8...Nd4 9.f5² 9.Be3 The game was a rumble: 9.g4 fxg4 10.f5 Qd7 11.Nf4 gxf5-+ 9...Nf6 10.h3 Preventing ...Ng4. 10...Qd7³ Black should be happy to have gained some space with the pawn on f5.","black","","","data_output/extracted_images/diagram_332_page_294.png","294","293","294"
"294","376","Botvinnik - Smyslov","1954","g4","g4!","23. g4!","23.g4! White could have built up slowly but, since it’s possible to use the pawn majority","white","","","data_output/extracted_images/diagram_333_page_294.png","294","294","294"
"295","377","Botvinnik - Furman","1955","dxe5","dxe5","13. dxe5","13.dxe5 Avoiding ...e5-e4. 13...Nxe5 14.c4² The ideal way to activate the b2-bishop. 14.Nxe5?! would activate Black’s queen.","white","","","data_output/extracted_images/diagram_334_page_295.png","295","295","295"
"295","378","Smyslov - Geller","1955","exf5","exf5!","12. exf5!","12.exf5! 12.g3?! was played. 12.g4 runs into 12...fxg4 13.fxg4 Qh4+ and the king has to move. 12.0- 0-0 Qa5„ Black follows up with ...b7-b5. 12...gxf5 13.g4² White fights for the e4-square, while gaining space on the kingside. The king is likely to seek shelter on the queenside.","white","","","data_output/extracted_images/diagram_335_page_296.png","296","295","296"
"296","379","Petrosian - Benko","1955","Nh4","Nh4!","12. Nh4!","12.Nh4! There is no need to spend a tempo defending the c-pawn. 12.Bg5 is not a problem for Black: 12...h6 13.Bh4 g5 14.Bg3 d6µ; 12.Nd2 d6= 12...g6 13.f4! Attacking the newly weakened knight on","white","","","data_output/extracted_images/diagram_336_page_296.png","296","296","296"
"297","380","Smyslov - Bisguier","1955","Ne5","Ne5!","11. Ne5!","11.Ne5! On the next move, it would have been too late. 11.Ne2 tries to exchange the passive bishop on d2, but in vain. 11...Bd6! White will not have any fruitful pressure along the c-file, for instance: 12.Ng3 g6 13.b4 Qe7 14.Qb3 Ne4³ 11...Nxe5 This is the only critical reply. 11...Bd6 12.f4² gave White a pleasant edge in the game. 12.dxe5 Nd7 13.f4 White is ready to attack, but Black can create some counterplay. 13...Nc5 14.Bc2 d4! 15.Na4! a5! After 15...Bxd2 16.Qxd2 Nxa4 17.Bxa4 dxe3 18.Qxe3+- White’s pawn majority and rooks are crushing. 16.Bxb4 axb4 17.Nxc5 bxc5² Material will be equal, with slightly weak black pawns. You don’t need to have seen this far to have decided on 11.Ne5 - it was the only move not to leave White in a passive position.","white","","","data_output/extracted_images/diagram_337_page_297.png","297","297","297"
"297","381","Khasin - Tal","1956","cxb5","cxb5!","12. cxb5!","12.cxb5! Getting the c4-square for the knight. 12...0-0 13.b4!?+/- Taking the pawn would give the rook immediate access to c6; otherwise White continues to put pressure on the queenside with bxc5 and/or a4-a5.","white","","","data_output/extracted_images/diagram_338_page_299.png","299","297","299"
"298","382","Petrosian - Pilnik","1956","cxb5","cxb5!","12. cxb5!","12.cxb5! Getting the c4-square for the knight. 12...0-0 13.b4!?+/- Taking the pawn would give the rook immediate access to c6; otherwise White continues to put pressure on the queenside with bxc5 and/or a4-a5.","white","","","data_output/extracted_images/diagram_339_page_299.png","299","298","299"
"299","383","Smyslov - Djurasevic","1956","Bd4","Bd4!","14. Bd4!","14.Bd4! Threatening b3-b4, forcing Black to retreat. 14...dxc4 A concession; White’s first move has thus achieved something. 14...Qc7 15.b4 Ncd7² 15.dxc4!?² Also possible is: 15.Nxc4!? Qxb3","white","","","data_output/extracted_images/diagram_340_page_299.png","299","299","299"
"300","384","Tal - Gurgenidze","1959","Bh6","Bh6","11... Bh6","11...Bh6 Playing actively to avoid White’s normal plus (which is bearable for those choosing to play the Maroczy with Black). You don’t need to have calculated any of the lines that follow. 11...e5² forces the elimination of White’s dark-squared bishop, but the d5-square and backward d6-pawn are more important factors. 12.Qd1 Ne5 Threatening ...Nc6, trapping the bishop. 12...e5? 13.Bxa7!+/- 13.Nd5 13.f3 is met by 13...Be6, and if 14.b3? Nc6 15.Bf2 Qa5 Black wins material. 13...e6 14.Be3! 14.Ne3 was the game, when 14...Qh4! would have made it impossible for White to defend the e- pawn in a good way. 14...Bxe3 15.Nxe3 Qa5+ White has to make a concession. With the queens exchanged, Black can defend the d6-pawn with the king. Still, White’s position is slightly easier to play.","black","","","data_output/extracted_images/diagram_341_page_300.png","300","300","300"
